date,Consumer Price Inflation,Crude WTI,Durable Goods Orders,FED Interest Rate,Non Farm Payrolls,Retail Sales,Treasury 10year Yield,Treasury 2year Yield,Treasury 5year Yield,Unemployment Rate
1913-01-01,9.800,,,,,,,,,
1913-02-01,9.800,,,,,,,,,
1913-03-01,9.800,,,,,,,,,
1913-04-01,9.800,,,,,,,,,
1913-05-01,9.700,,,,,,,,,
1913-06-01,9.800,,,,,,,,,
1913-07-01,9.900,,,,,,,,,
1913-08-01,9.900,,,,,,,,,
1913-09-01,10.000,,,,,,,,,
1913-10-01,10.000,,,,,,,,,
1913-11-01,10.100,,,,,,,,,
1913-12-01,10.000,,,,,,,,,
1914-01-01,10.000,,,,,,,,,
1914-02-01,9.900,,,,,,,,,
1914-03-01,9.900,,,,,,,,,
1914-04-01,9.800,,,,,,,,,
1914-05-01,9.900,,,,,,,,,
1914-06-01,9.900,,,,,,,,,
1914-07-01,10.000,,,,,,,,,
1914-08-01,10.200,,,,,,,,,
1914-09-01,10.200,,,,,,,,,
1914-10-01,10.100,,,,,,,,,
1914-11-01,10.200,,,,,,,,,
1914-12-01,10.100,,,,,,,,,
1915-01-01,10.100,,,,,,,,,
1915-02-01,10.000,,,,,,,,,
1915-03-01,9.900,,,,,,,,,
1915-04-01,10.000,,,,,,,,,
1915-05-01,10.100,,,,,,,,,
1915-06-01,10.100,,,,,,,,,
1915-07-01,10.100,,,,,,,,,
1915-08-01,10.100,,,,,,,,,
1915-09-01,10.100,,,,,,,,,
1915-10-01,10.200,,,,,,,,,
1915-11-01,10.300,,,,,,,,,
1915-12-01,10.300,,,,,,,,,
1916-01-01,10.400,,,,,,,,,
1916-02-01,10.400,,,,,,,,,
1916-03-01,10.500,,,,,,,,,
1916-04-01,10.600,,,,,,,,,
1916-05-01,10.700,,,,,,,,,
1916-06-01,10.800,,,,,,,,,
1916-07-01,10.800,,,,,,,,,
1916-08-01,10.900,,,,,,,,,
1916-09-01,11.100,,,,,,,,,
1916-10-01,11.300,,,,,,,,,
1916-11-01,11.500,,,,,,,,,
1916-12-01,11.600,,,,,,,,,
1917-01-01,11.700,,,,,,,,,
1917-02-01,12.000,,,,,,,,,
1917-03-01,12.000,,,,,,,,,
1917-04-01,12.600,,,,,,,,,
1917-05-01,12.800,,,,,,,,,
1917-06-01,13.000,,,,,,,,,
1917-07-01,12.800,,,,,,,,,
1917-08-01,13.000,,,,,,,,,
1917-09-01,13.300,,,,,,,,,
1917-10-01,13.500,,,,,,,,,
1917-11-01,13.500,,,,,,,,,
1917-12-01,13.700,,,,,,,,,
1918-01-01,14.000,,,,,,,,,
1918-02-01,14.100,,,,,,,,,
1918-03-01,14.000,,,,,,,,,
1918-04-01,14.200,,,,,,,,,
1918-05-01,14.500,,,,,,,,,
1918-06-01,14.700,,,,,,,,,
1918-07-01,15.100,,,,,,,,,
1918-08-01,15.400,,,,,,,,,
1918-09-01,15.700,,,,,,,,,
1918-10-01,16.000,,,,,,,,,
1918-11-01,16.300,,,,,,,,,
1918-12-01,16.500,,,,,,,,,
1919-01-01,16.500,,,,,,,,,
1919-02-01,16.200,,,,,,,,,
1919-03-01,16.400,,,,,,,,,
1919-04-01,16.700,,,,,,,,,
1919-05-01,16.900,,,,,,,,,
1919-06-01,16.900,,,,,,,,,
1919-07-01,17.400,,,,,,,,,
1919-08-01,17.700,,,,,,,,,
1919-09-01,17.800,,,,,,,,,
1919-10-01,18.100,,,,,,,,,
1919-11-01,18.500,,,,,,,,,
1919-12-01,18.900,,,,,,,,,
1920-01-01,19.300,,,,,,,,,
1920-02-01,19.500,,,,,,,,,
1920-03-01,19.700,,,,,,,,,
1920-04-01,20.300,,,,,,,,,
1920-05-01,20.600,,,,,,,,,
1920-06-01,20.900,,,,,,,,,
1920-07-01,20.800,,,,,,,,,
1920-08-01,20.300,,,,,,,,,
1920-09-01,20.000,,,,,,,,,
1920-10-01,19.900,,,,,,,,,
1920-11-01,19.800,,,,,,,,,
1920-12-01,19.400,,,,,,,,,
1921-01-01,19,,,,,,,,,
1921-02-01,18.4,,,,,,,,,
1921-03-01,18.3,,,,,,,,,
1921-04-01,18.1,,,,,,,,,
1921-05-01,17.7,,,,,,,,,
1921-06-01,17.6,,,,,,,,,
1921-07-01,17.7,,,,,,,,,
1921-08-01,17.7,,,,,,,,,
1921-09-01,17.5,,,,,,,,,
1921-10-01,17.5,,,,,,,,,
1921-11-01,17.4,,,,,,,,,
1921-12-01,17.3,,,,,,,,,
1922-01-01,16.9,,,,,,,,,
1922-02-01,16.9,,,,,,,,,
1922-03-01,16.7,,,,,,,,,
1922-04-01,16.7,,,,,,,,,
1922-05-01,16.7,,,,,,,,,
1922-06-01,16.7,,,,,,,,,
1922-07-01,16.8,,,,,,,,,
1922-08-01,16.6,,,,,,,,,
1922-09-01,16.6,,,,,,,,,
1922-10-01,16.7,,,,,,,,,
1922-11-01,16.8,,,,,,,,,
1922-12-01,16.9,,,,,,,,,
1923-01-01,16.8,,,,,,,,,
1923-02-01,16.8,,,,,,,,,
1923-03-01,16.8,,,,,,,,,
1923-04-01,16.9,,,,,,,,,
1923-05-01,16.9,,,,,,,,,
1923-06-01,17,,,,,,,,,
1923-07-01,17.2,,,,,,,,,
1923-08-01,17.1,,,,,,,,,
1923-09-01,17.2,,,,,,,,,
1923-10-01,17.3,,,,,,,,,
1923-11-01,17.3,,,,,,,,,
1923-12-01,17.3,,,,,,,,,
1924-01-01,17.3,,,,,,,,,
1924-02-01,17.2,,,,,,,,,
1924-03-01,17.1,,,,,,,,,
1924-04-01,17,,,,,,,,,
1924-05-01,17,,,,,,,,,
1924-06-01,17,,,,,,,,,
1924-07-01,17.1,,,,,,,,,
1924-08-01,17,,,,,,,,,
1924-09-01,17.1,,,,,,,,,
1924-10-01,17.2,,,,,,,,,
1924-11-01,17.2,,,,,,,,,
1924-12-01,17.3,,,,,,,,,
1925-01-01,17.3,,,,,,,,,
1925-02-01,17.2,,,,,,,,,
1925-03-01,17.3,,,,,,,,,
1925-04-01,17.2,,,,,,,,,
1925-05-01,17.3,,,,,,,,,
1925-06-01,17.5,,,,,,,,,
1925-07-01,17.7,,,,,,,,,
1925-08-01,17.7,,,,,,,,,
1925-09-01,17.7,,,,,,,,,
1925-10-01,17.7,,,,,,,,,
1925-11-01,18,,,,,,,,,
1925-12-01,17.9,,,,,,,,,
1926-01-01,17.9,,,,,,,,,
1926-02-01,17.9,,,,,,,,,
1926-03-01,17.8,,,,,,,,,
1926-04-01,17.9,,,,,,,,,
1926-05-01,17.8,,,,,,,,,
1926-06-01,17.7,,,,,,,,,
1926-07-01,17.5,,,,,,,,,
1926-08-01,17.4,,,,,,,,,
1926-09-01,17.5,,,,,,,,,
1926-10-01,17.6,,,,,,,,,
1926-11-01,17.7,,,,,,,,,
1926-12-01,17.7,,,,,,,,,
1927-01-01,17.5,,,,,,,,,
1927-02-01,17.4,,,,,,,,,
1927-03-01,17.3,,,,,,,,,
1927-04-01,17.3,,,,,,,,,
1927-05-01,17.4,,,,,,,,,
1927-06-01,17.6,,,,,,,,,
1927-07-01,17.3,,,,,,,,,
1927-08-01,17.2,,,,,,,,,
1927-09-01,17.3,,,,,,,,,
1927-10-01,17.4,,,,,,,,,
1927-11-01,17.3,,,,,,,,,
1927-12-01,17.3,,,,,,,,,
1928-01-01,17.3,,,,,,,,,
1928-02-01,17.1,,,,,,,,,
1928-03-01,17.1,,,,,,,,,
1928-04-01,17.1,,,,,,,,,
1928-05-01,17.2,,,,,,,,,
1928-06-01,17.1,,,,,,,,,
1928-07-01,17.1,,,,,,,,,
1928-08-01,17.1,,,,,,,,,
1928-09-01,17.3,,,,,,,,,
1928-10-01,17.2,,,,,,,,,
1928-11-01,17.2,,,,,,,,,
1928-12-01,17.1,,,,,,,,,
1929-01-01,17.1,,,,,,,,,
1929-02-01,17.1,,,,,,,,,
1929-03-01,17,,,,,,,,,
1929-04-01,16.9,,,,,,,,,
1929-05-01,17,,,,,,,,,
1929-06-01,17.1,,,,,,,,,
1929-07-01,17.3,,,,,,,,,
1929-08-01,17.3,,,,,,,,,
1929-09-01,17.3,,,,,,,,,
1929-10-01,17.3,,,,,,,,,
1929-11-01,17.3,,,,,,,,,
1929-12-01,17.2,,,,,,,,,
1930-01-01,17.1,,,,,,,,,
1930-02-01,17,,,,,,,,,
1930-03-01,16.9,,,,,,,,,
1930-04-01,17,,,,,,,,,
1930-05-01,16.9,,,,,,,,,
1930-06-01,16.8,,,,,,,,,
1930-07-01,16.6,,,,,,,,,
1930-08-01,16.5,,,,,,,,,
1930-09-01,16.6,,,,,,,,,
1930-10-01,16.5,,,,,,,,,
1930-11-01,16.4,,,,,,,,,
1930-12-01,16.1,,,,,,,,,
1931-01-01,15.9,,,,,,,,,
1931-02-01,15.7,,,,,,,,,
1931-03-01,15.6,,,,,,,,,
1931-04-01,15.5,,,,,,,,,
1931-05-01,15.3,,,,,,,,,
1931-06-01,15.1,,,,,,,,,
1931-07-01,15.1,,,,,,,,,
1931-08-01,15.1,,,,,,,,,
1931-09-01,15,,,,,,,,,
1931-10-01,14.9,,,,,,,,,
1931-11-01,14.7,,,,,,,,,
1931-12-01,14.6,,,,,,,,,
1932-01-01,14.3,,,,,,,,,
1932-02-01,14.1,,,,,,,,,
1932-03-01,14,,,,,,,,,
1932-04-01,13.9,,,,,,,,,
1932-05-01,13.7,,,,,,,,,
1932-06-01,13.6,,,,,,,,,
1932-07-01,13.6,,,,,,,,,
1932-08-01,13.5,,,,,,,,,
1932-09-01,13.4,,,,,,,,,
1932-10-01,13.3,,,,,,,,,
1932-11-01,13.2,,,,,,,,,
1932-12-01,13.1,,,,,,,,,
1933-01-01,12.9,,,,,,,,,
1933-02-01,12.7,,,,,,,,,
1933-03-01,12.6,,,,,,,,,
1933-04-01,12.6,,,,,,,,,
1933-05-01,12.6,,,,,,,,,
1933-06-01,12.7,,,,,,,,,
1933-07-01,13.1,,,,,,,,,
1933-08-01,13.2,,,,,,,,,
1933-09-01,13.2,,,,,,,,,
1933-10-01,13.2,,,,,,,,,
1933-11-01,13.2,,,,,,,,,
1933-12-01,13.2,,,,,,,,,
1934-01-01,13.2,,,,,,,,,
1934-02-01,13.3,,,,,,,,,
1934-03-01,13.3,,,,,,,,,
1934-04-01,13.3,,,,,,,,,
1934-05-01,13.3,,,,,,,,,
1934-06-01,13.4,,,,,,,,,
1934-07-01,13.4,,,,,,,,,
1934-08-01,13.4,,,,,,,,,
1934-09-01,13.6,,,,,,,,,
1934-10-01,13.5,,,,,,,,,
1934-11-01,13.5,,,,,,,,,
1934-12-01,13.4,,,,,,,,,
1935-01-01,13.6,,,,,,,,,
1935-02-01,13.7,,,,,,,,,
1935-03-01,13.7,,,,,,,,,
1935-04-01,13.8,,,,,,,,,
1935-05-01,13.8,,,,,,,,,
1935-06-01,13.7,,,,,,,,,
1935-07-01,13.7,,,,,,,,,
1935-08-01,13.7,,,,,,,,,
1935-09-01,13.7,,,,,,,,,
1935-10-01,13.7,,,,,,,,,
1935-11-01,13.8,,,,,,,,,
1935-12-01,13.8,,,,,,,,,
1936-01-01,13.8,,,,,,,,,
1936-02-01,13.8,,,,,,,,,
1936-03-01,13.7,,,,,,,,,
1936-04-01,13.7,,,,,,,,,
1936-05-01,13.7,,,,,,,,,
1936-06-01,13.8,,,,,,,,,
1936-07-01,13.9,,,,,,,,,
1936-08-01,14,,,,,,,,,
1936-09-01,14,,,,,,,,,
1936-10-01,14,,,,,,,,,
1936-11-01,14,,,,,,,,,
1936-12-01,14,,,,,,,,,
1937-01-01,14.1,,,,,,,,,
1937-02-01,14.1,,,,,,,,,
1937-03-01,14.2,,,,,,,,,
1937-04-01,14.3,,,,,,,,,
1937-05-01,14.4,,,,,,,,,
1937-06-01,14.4,,,,,,,,,
1937-07-01,14.5,,,,,,,,,
1937-08-01,14.5,,,,,,,,,
1937-09-01,14.6,,,,,,,,,
1937-10-01,14.6,,,,,,,,,
1937-11-01,14.5,,,,,,,,,
1937-12-01,14.4,,,,,,,,,
1938-01-01,14.2,,,,,,,,,
1938-02-01,14.1,,,,,,,,,
1938-03-01,14.1,,,,,,,,,
1938-04-01,14.2,,,,,,,,,
1938-05-01,14.1,,,,,,,,,
1938-06-01,14.1,,,,,,,,,
1938-07-01,14.1,,,,,,,,,
1938-08-01,14.1,,,,,,,,,
1938-09-01,14.1,,,,,,,,,
1938-10-01,14,,,,,,,,,
1938-11-01,14,,,,,,,,,
1938-12-01,14,,,,,,,,,
1939-01-01,14,,,,29296,,,,,
1939-02-01,13.9,,,,29394,,,,,
1939-03-01,13.9,,,,29804,,,,,
1939-04-01,13.8,,,,29786,,,,,
1939-05-01,13.8,,,,30145,,,,,
1939-06-01,13.8,,,,30520,,,,,
1939-07-01,13.8,,,,30472,,,,,
1939-08-01,13.8,,,,30870,,,,,
1939-09-01,14.1,,,,31608,,,,,
1939-10-01,14,,,,31975,,,,,
1939-11-01,14,,,,31837,,,,,
1939-12-01,14,,,,32037,,,,,
1940-01-01,13.9,,,,30966,,,,,
1940-02-01,14,,,,30995,,,,,
1940-03-01,14,,,,31328,,,,,
1940-04-01,14,,,,31397,,,,,
1940-05-01,14,,,,31738,,,,,
1940-06-01,14.1,,,,32016,,,,,
1940-07-01,14,,,,32019,,,,,
1940-08-01,14,,,,32586,,,,,
1940-09-01,14,,,,33379,,,,,
1940-10-01,14,,,,33806,,,,,
1940-11-01,14,,,,34000,,,,,
1940-12-01,14.1,,,,34653,,,,,
1941-01-01,14.1,,,,33833,,,,,
1941-02-01,14.1,,,,34119,,,,,
1941-03-01,14.2,,,,34592,,,,,
1941-04-01,14.3,,,,35197,,,,,
1941-05-01,14.4,,,,36062,,,,,
1941-06-01,14.7,,,,36736,,,,,
1941-07-01,14.7,,,,37262,,,,,
1941-08-01,14.9,,,,37799,,,,,
1941-09-01,15.1,,,,38354,,,,,
1941-10-01,15.3,,,,38407,,,,,
1941-11-01,15.4,,,,38293,,,,,
1941-12-01,15.5,,,,38548,,,,,
1942-01-01,15.7,,,,37706,,,,,
1942-02-01,15.8,,,,37833,,,,,
1942-03-01,16,,,,38488,,,,,
1942-04-01,16.1,,,,39138,,,,,
1942-05-01,16.3,,,,39686,,,,,
1942-06-01,16.3,,,,40172,,,,,
1942-07-01,16.4,,,,40625,,,,,
1942-08-01,16.5,,,,41226,,,,,
1942-09-01,16.5,,,,41663,,,,,
1942-10-01,16.7,,,,41832,,,,,
1942-11-01,16.8,,,,41863,,,,,
1942-12-01,16.9,,,,42322,,,,,
1943-01-01,16.9,,,,41578,,,,,
1943-02-01,16.9,,,,41810,,,,,
1943-03-01,17.2,,,,42216,,,,,
1943-04-01,17.4,,,,42507,,,,,
1943-05-01,17.5,,,,42542,,,,,
1943-06-01,17.5,,,,42974,,,,,
1943-07-01,17.4,,,,42868,,,,,
1943-08-01,17.3,,,,42720,,,,,
1943-09-01,17.4,,,,42753,,,,,
1943-10-01,17.4,,,,42827,,,,,
1943-11-01,17.4,,,,42945,,,,,
1943-12-01,17.4,,,,43153,,,,,
1944-01-01,17.4,,,,42135,,,,,
1944-02-01,17.4,,,,42075,,,,,
1944-03-01,17.4,,,,42076,,,,,
1944-04-01,17.5,,,,41983,,,,,
1944-05-01,17.5,,,,41951,,,,,
1944-06-01,17.6,,,,42135,,,,,
1944-07-01,17.7,,,,42023,,,,,
1944-08-01,17.7,,,,41963,,,,,
1944-09-01,17.7,,,,41855,,,,,
1944-10-01,17.7,,,,41758,,,,,
1944-11-01,17.7,,,,41800,,,,,
1944-12-01,17.8,,,,42320,,,,,
1945-01-01,17.8,,,,41444,,,,,
1945-02-01,17.8,,,,41516,,,,,
1945-03-01,17.8,,,,41653,,,,,
1945-04-01,17.8,,,,41393,,,,,
1945-05-01,17.9,,,,41249,,,,,
1945-06-01,18.1,,,,41276,,,,,
1945-07-01,18.1,,,,40909,,,,,
1945-08-01,18.1,,,,40544,,,,,
1945-09-01,18.1,,,,38680,,,,,
1945-10-01,18.1,,,,38659,,,,,
1945-11-01,18.1,,,,39110,,,,,
1945-12-01,18.2,,,,39692,,,,,
1946-01-01,18.2,,,,39413,,,,,
1946-02-01,18.1,,,,38865,,,,,
1946-03-01,18.3,,,,40033,,,,,
1946-04-01,18.4,,,,40816,,,,,
1946-05-01,18.5,,,,41211,,,,,
1946-06-01,18.7,,,,41763,,,,,
1946-07-01,19.8,,,,42082,,,,,
1946-08-01,20.2,,,,42724,,,,,
1946-09-01,20.4,,,,43176,,,,,
1946-10-01,20.8,,,,43275,,,,,
1946-11-01,21.3,,,,43612,,,,,
1946-12-01,21.5,,,,44140,,,,,
1947-01-01,21.5,,,,43108,,,,,
1947-02-01,21.5,,,,43100,,,,,
1947-03-01,21.9,,,,43349,,,,,
1947-04-01,21.9,,,,43309,,,,,
1947-05-01,21.9,,,,43392,,,,,
1947-06-01,22.0,,,,43764,,,,,
1947-07-01,22.2,,,,43604,,,,,
1947-08-01,22.5,,,,44066,,,,,
1947-09-01,23.0,,,,44591,,,,,
1947-10-01,23.0,,,,44741,,,,,
1947-11-01,23.1,,,,44807,,,,,
1947-12-01,23.4,,,,45514,,,,,
1948-01-01,23.7,,,,44224,,,,,3.4
1948-02-01,23.5,,,,43956,,,,,3.8
1948-03-01,23.4,,,,44291,,,,,4.0
1948-04-01,23.8,,,,44082,,,,,3.9
1948-05-01,23.9,,,,44471,,,,,3.5
1948-06-01,24.1,,,,44951,,,,,3.6
1948-07-01,24.4,,,,44989,,,,,3.6
1948-08-01,24.5,,,,45338,,,,,3.9
1948-09-01,24.5,,,,45796,,,,,3.8
1948-10-01,24.4,,,,45693,,,,,3.7
1948-11-01,24.2,,,,45588,,,,,3.8
1948-12-01,24.1,,,,46074,,,,,4.0
1949-01-01,24.0,,,,44159,,,,,4.3
1949-02-01,23.8,,,,43821,,,,,4.7
1949-03-01,23.8,,,,43747,,,,,5.0
1949-04-01,23.9,,,,43881,,,,,5.3
1949-05-01,23.8,,,,43636,,,,,6.1
1949-06-01,23.9,,,,43668,,,,,6.2
1949-07-01,23.7,,,,43352,,,,,6.7
1949-08-01,23.8,,,,43823,,,,,6.8
1949-09-01,23.9,,,,44335,,,,,6.6
1949-10-01,23.7,,,,43447,,,,,7.9
1949-11-01,23.8,,,,43653,,,,,6.4
1949-12-01,23.6,,,,44596,,,,,6.6
1950-01-01,23.5,,,,42976,,,,,6.5
1950-02-01,23.5,,,,42573,,,,,6.4
1950-03-01,23.6,,,,43410,,,,,6.3
1950-04-01,23.6,,,,44011,,,,,5.8
1950-05-01,23.7,,,,44377,,,,,5.5
1950-06-01,23.8,,,,45044,,,,,5.4
1950-07-01,24.1,,,,45272,,,,,5.0
1950-08-01,24.3,,,,46401,,,,,4.5
1950-09-01,24.4,,,,47005,,,,,4.4
1950-10-01,24.6,,,,47239,,,,,4.2
1950-11-01,24.7,,,,47207,,,,,4.2
1950-12-01,25.0,,,,47931,,,,,4.3
1951-01-01,25.4,,,,46686,,,,,3.7
1951-02-01,25.7,,,,46833,,,,,3.4
1951-03-01,25.8,,,,47312,,,,,3.4
1951-04-01,25.8,,,,47505,,,,,3.1
1951-05-01,25.9,,,,47624,,,,,3.0
1951-06-01,25.9,,,,48059,,,,,3.2
1951-07-01,25.9,,,,47888,,,,,3.1
1951-08-01,25.9,,,,48195,,,,,3.1
1951-09-01,26.1,,,,48486,,,,,3.3
1951-10-01,26.2,,,,48550,,,,,3.5
1951-11-01,26.4,,,,48621,,,,,3.5
1951-12-01,26.5,,,,49397,,,,,3.1
1952-01-01,26.5,,,,47659,,,,,3.2
1952-02-01,26.3,,,,47765,,,,,3.1
1952-03-01,26.3,,,,47931,,,,,2.9
1952-04-01,26.4,,,,48268,,,,,2.9
1952-05-01,26.4,,,,48319,,,,,3.0
1952-06-01,26.5,,,,48305,,,,,3.0
1952-07-01,26.7,,,,47977,,,,,3.2
1952-08-01,26.7,,,,49077,,,,,3.4
1952-09-01,26.7,,,,49829,,,,,3.1
1952-10-01,26.7,,,,50156,,,,,3.0
1952-11-01,26.7,,,,50346,,,,,2.8
1952-12-01,26.7,,,,51274,,,,,2.7
1953-01-01,26.6,,,,49470,,,,,2.9
1953-02-01,26.5,,,,49541,,,,,2.6
1953-03-01,26.6,,,,49878,,,,,2.6
1953-04-01,26.6,,,,50071,,2.83,,2.62,2.7
1953-05-01,26.7,,,,50182,,3.05,,2.87,2.5
1953-06-01,26.8,,,,50575,,3.11,,2.94,2.5
1953-07-01,26.8,,,,50390,,2.93,,2.75,2.6
1953-08-01,26.9,,,,50631,,2.95,,2.80,2.7
1953-09-01,26.9,,,,50867,,2.87,,2.71,2.9
1953-10-01,27.0,,,,50807,,2.66,,2.43,3.1
1953-11-01,26.9,,,,50472,,2.68,,2.42,3.5
1953-12-01,26.9,,,,50833,,2.59,,2.32,4.5
1954-01-01,26.9,,,,48766,,2.48,,2.17,4.9
1954-02-01,26.9,,,,48543,,2.47,,2.04,5.2
1954-03-01,26.9,,,,48519,,2.37,,1.93,5.7
1954-04-01,26.8,,,,48787,,2.29,,1.87,5.9
1954-05-01,26.9,,,,48679,,2.37,,1.92,5.9
1954-06-01,26.9,,,,48999,,2.38,,1.92,5.6
1954-07-01,26.9,,,0.80,48704,,2.30,,1.85,5.8
1954-08-01,26.9,,,1.22,48974,,2.36,,1.90,6.0
1954-09-01,26.8,,,1.07,49391,,2.38,,1.96,6.1
1954-10-01,26.8,,,0.85,49515,,2.43,,2.02,5.7
1954-11-01,26.8,,,0.83,49765,,2.48,,2.09,5.3
1954-12-01,26.7,,,1.28,50473,,2.51,,2.16,5.0
1955-01-01,26.7,,,1.39,48764,,2.61,,2.32,4.9
1955-02-01,26.7,,,1.29,48764,,2.65,,2.38,4.7
1955-03-01,26.7,,,1.35,49269,,2.68,,2.48,4.6
1955-04-01,26.7,,,1.43,49822,,2.75,,2.55,4.7
1955-05-01,26.7,,,1.43,50254,,2.76,,2.56,4.3
1955-06-01,26.7,,,1.64,50957,,2.78,,2.59,4.2
1955-07-01,26.8,,,1.68,50868,,2.90,,2.72,4.0
1955-08-01,26.8,,,1.96,51270,,2.97,,2.86,4.2
1955-09-01,26.9,,,2.18,51791,,2.97,,2.85,4.1
1955-10-01,26.9,,,2.24,52021,,2.88,,2.76,4.3
1955-11-01,26.9,,,2.35,52193,,2.89,,2.81,4.2
1955-12-01,26.8,,,2.48,52950,,2.96,,2.93,4.2
1956-01-01,26.8,,,2.45,51249,,2.90,,2.84,4.0
1956-02-01,26.8,,,2.50,51255,,2.84,,2.74,3.9
1956-03-01,26.8,,,2.50,51531,,2.96,,2.93,4.2
1956-04-01,26.9,,,2.62,51897,,3.18,,3.20,4.0
1956-05-01,27.0,,,2.75,52245,,3.07,,3.08,4.3
1956-06-01,27.2,,,2.71,52778,,3.00,,2.97,4.3
1956-07-01,27.4,,,2.75,51847,,3.11,,3.12,4.4
1956-08-01,27.3,,,2.73,52802,,3.33,,3.41,4.1
1956-09-01,27.4,,,2.95,53165,,3.38,,3.47,3.9
1956-10-01,27.5,,,2.96,53409,,3.34,,3.40,3.9
1956-11-01,27.5,,,2.88,53435,,3.49,,3.56,4.3
